EAN;Menor preço (R$);Origem;Produto;Link
7899838831992;47.29;DROGAL;Fita Kinésio Multilaser Muscle Fix 5X500cm Rolo Bege HC041;https://www.drogal.com.br/fita-kinesio-multilaser-muscle-fix-5x500cm-rolo-bege-hc041/p
9001616802935;84.76;DROGAVEN;Chupeta MAM Air 18+ meses, sortida com 2 unidades;https://www.drogaven.com.br/chupeta-mam-air-18+-meses-sortida-com-2-unidades-20544/p
7896658036347;50.89;DROGAL;Levofloxacino 750mg Aché 5 Comprimidos;https://www.drogal.com.br/levofloxacino-750mg-ache-5-comprimidos/p
7896770982256;111.99;DROGAL;Roupa Íntima Tena Pants Noturna G/EG 24 Unidades;https://www.drogal.com.br/roupa-intima-tena-pants-noturna-geg-24-unidades/p
7891150097957;19.99;DROGAL;Shampoo Baby Dove Hidratação Glicerinada com Camomila Para Cabelos Claros 400ml;https://www.drogal.com.br/shampoo-baby-dove-hidratacao-glicerinada-com-camomila-para-cabelos-claros-400ml/p
7896044953562;12.89;DROGAL;Desodorante Antitranspirante Aerossol Giovanna Baby Candy 150ml;https://www.drogal.com.br/desodorante-antitranspirante-aerossol-giovanna-baby-candy-150ml/p
7891058021948;17.89;DROGAL;Urbanil 10mg caixa com 20 comprimidos;https://www.drogal.com.br/urbanil-10mg-20-cpr-b1/p
7891008123975;11.05;DROGAL;Chocolate ao Leite Garoto 80g;https://www.drogal.com.br/chocolate-ao-leite-garoto-80g/p
7891150055193;13.69;DROGAL;Condicionador Dove Brilho + Óleo Micelar 200ml;https://www.drogal.com.br/condicionador-dove-brilho--oleo-micelar-200ml/p
7896004753317;80.19;DROGAL;Meciclin 150mg 16 Cápsulas;https://www.drogal.com.br/meciclin-150mg-16-capsulas/p
7891142207593;46.84;DROGAL;Olzicar Anlo 20mg + 5mg 30 Comprimidos Revestidos;https://www.drogal.com.br/olzicar-anlo-20mg-5mg-30-comprimidos-revestidos/p
7896094926066;49.79;DROGAL;Suplemento Alimentar Vitasay A-Z Homem 90 Comprimidos Revestidos;https://www.drogal.com.br/suplemento-alimentar-vitasay-a-z-homem-90-comprimidos-revestidos/p
7897595637505;48.89;DROGAL;Levofloxacino 750mg Sandoz 5 Comprimidos Revestidos;https://www.drogal.com.br/levofloxacino-750mg-sandoz-5-comprimidos-revestidos/p
7908079510068;12.99;DROGAL;Loção Hidratante Suave Sveda Care 400ml;https://www.drogal.com.br/sveda-care-locao-hidratante-suave-400ml/p
7891037744509;6.89;DROGAL;Creme Dental em Gel Close Up Liquifresh Ice 100g;https://www.drogal.com.br/creme-dental-em-gel-close-up-liquifresh-ice-100g/p
7896009498459;48.49;DROGAL;Advil 400mg 20 Cápsulas Líquidas;https://www.drogal.com.br/advil-400mg-20-capsulas-liquidas/p
7899852021102;6.29;DROGAL;Esmalte Vult 5Free Soleil Pôr do Sol Efeito Gel 8ml;https://www.drogal.com.br/esmalte-vult-5free-soleil-por-do-sol-efeito-gel-8ml/p
7896112407881;147.79;DROGAL;Suplemento Alimentar DTN-fol 400mcg + 10mg 90 Cápsulas Gelatinosa Moles;https://www.drogal.com.br/dtn-fol-400mcg-10mg-90-capsulas-gelatinosa-moles/p
7896306622854;6.05;DROGAL;"Bala Recheada Peccin It&apos;s Coffee 100g";https://www.drogal.com.br/bala-recheada-peccin-its-coffee-100g/p
7898966230813;35.75;DROGAL;Brinquedo Para Montar Balde Blocos Escolares 30 Peças;https://www.drogal.com.br/brinquedo-para-montar-balde-blocos-escolares-30-pecas/p
7896671693909;25.45;DROGAL;Condicionador Antirresíduo Flores e Vegetais Vinagre de Maçã 310ml;https://www.drogal.com.br/condicionador-antirresiduo-flores-e-vegetais-vinagre-de-maca-310ml/p
9786526111567;19.99;DROGAL;Livro Sinoc Mega Kit Para Ler, Colorir e Brincar 1 Unidade;https://www.drogal.com.br/livro-sinoc-mega-kit-para-ler-colorir-e-brincar-1-unidade/p
7500435248068;27.99;DROGAL;Shampoo Pantene Biotinamina B3 Antiqueda e Nutrição 510ml;https://www.drogal.com.br/shampoo-pantene-biotinamina-b3-antiqueda-e-nutricao-510ml/p
7898430191893;48.89;DROGAL;Diost 2mg 30 Comprimidos;https://www.drogal.com.br/diost-2mg-30-comprimidos/p
7896006216827;186.89;DROGAL;Luvis S 60 Cápsulas Gelatinosas;https://www.drogal.com.br/luviss60capsulasgelatinosas/p
7897411602205;122.09;DROGAL;Lixiana 60mg 30 Comprimidos Revestidos;https://www.drogal.com.br/lixiana-60mg-30-comprimidos-revestidos/p
7894650937730;29.29;DROGAL;Desinfetante Aerossol Lysoform Lavanda 360ml;https://www.drogal.com.br/desinfetante-aerossol-lysoform-lavanda-360ml/p
7899706178273;122.35;DROGAL;Protetor Solar Anti-idade La Roche-Posay Anthelios AE-Pigmentation Morena FPS50 40g;https://www.drogal.com.br/protetor-solar-anti-idade-la-roche-posay-anthelios-ae-pigmentation-morena-fps50-40g/p
7899706159333;64.39;DROGAL;Loção de Limpeza  Cerave Hidratante  Pele Normal a Seca 200ml;https://www.drogal.com.br/locao-de-limpeza-cerave-hidratante-pele-normal-a-seca-200ml/p
7899420506932;70.39;DROGAL;Cod Par 500/30mg 36 Comprimidos;https://www.drogal.com.br/cod-par-50030mg-36-comprimidos/p
4005808555321;51.45;DROGAL;"Protetor Solar Nivea Sun Protect &amp; Hidrata FPS30 125ml";https://www.drogal.com.br/protetor-solar-nivea-sun-protect-hidrata-fps30-125ml/p
7896070605497;97.49;DROGAL;Rovamicina 1,5 MUI 16 Comprimidos Revestidos;https://www.drogal.com.br/rovamicina-15-mui-16-comprimidos-revestidos/p
7898747480338;39.9;DROGAL;Roll-On Kids Mix de Óleo Thérapi Tábata Equilíbrio Noturno 10ml;https://www.drogal.com.br/roll-on-kids-mix-de-oleo-therapi-tabata-equilibrio-noturno-10ml/p
7898747480314;39.9;DROGAL;Roll-On Kids Mix de Óleo Thérapi Zé Lelé Tranquilidade e Relaxamento 10ml;https://www.drogal.com.br/roll-on-kids-mix-de-oleo-therapi-ze-lele-tranquilidade-e-relaxamento-10ml/p
7509546674841;32.45;DROGAL;Escova de Dente Colgate Recyclean 2 Unidades;https://www.drogal.com.br/escova-de-dente-colgate-recyclean-2-unidades/p
7896094917798;198.19;DROGAL;Suplemento Alimentar Ofolato Fer 90 Comprimidos;https://www.drogal.com.br/suplemento-alimentar-ofolato-fer-90-comprimidos/p
7896331703443;17.29;DROGAL;Resfenol 20 Cápsulas;https://www.drogal.com.br/resfenol-20-capsulas/p
7896015521646;4.94;DROGAL;Sal de Fruta Eno Sabor Abacaxi 2 Sachês 5g Cada;https://www.drogal.com.br/sal-de-fruta-eno-sabor-abacaxi-2-saches-5g-cada/p
7891350039405;13.39;DROGAL;Esmalte Cremoso Risquè Bio Branco Lírio Branco 9ml;https://www.drogal.com.br/esmalte-cremoso-risque-bio-branco-lirio-branco-9ml/p
7898087340385;62.69;DROGAL;Creme Hidratante Dersani 200ml;https://www.drogal.com.br/creme-hidratante-dersani-200ml/p
7896382706721;95.29;DROGAL;Cymbalta 30mg 30 cápsulas em gel dura microganuladas de liberação retardada;https://www.drogal.com.br/cymbalta-30mg-30-caps-c1/p
7896342452651;283.09;DROGAL;Andador Dobrável Mercur;https://www.drogal.com.br/andador-dobravel-mercur/p
7891317488727;75.19;DROGAL;Leg 0,5 mg/ml Xarope Sabor Tutti-frutti 100ml + Seringa Dosadora;https://www.drogal.com.br/leg-05-mg-ml-xarope-sabor-tutti-frutti-100ml--seringa-dosadora/p
7908079503923;14.99;DROGAL;Spray de Própolis Premium Assiflora Sabor Menta 30ml;https://www.drogal.com.br/spray-de-propolis-premium-assiflora-sabor-menta-30ml/p
7891317025571;36.49;DROGAL;Trok Creme Dermatológico 30g;https://www.drogal.com.br/trok-creme-dermatologico-30g/p
7896342414123;129.95;DROGAL;Órtese para Joelho Mercur Ajustavél Tamanho Único 1 Unidade;https://www.drogal.com.br/ortese-para-joelho-mercur-ajustavel-tamanho-unico-1-unidade/p
7891317016128;69.79;DROGAL;Zap 2,5mg 30 Comprimidos;https://www.drogal.com.br/zap-25mg-30-comprimidos/p
7898079009559;86.99;DROGAL;DIU Andalan Classic Cu380Ag 1 Dispositivo Intrauterino;https://www.drogal.com.br/diu-de-cobre-andalan-classic-cu-380-1-dispositivo-intrauterino/p
7896004754949;53.99;DROGAL;Cloridrato de Duloxetina 30mg EMS 30 Cápsulas Duras de Liberação Retardada;https://www.drogal.com.br/cloridrato-de-duloxetina-30mg-ems-30-capsula-duras-de-liberacao-retardada/p
7891182020091;45.65;DROGAL;Retoque Instantâneo Spray Koleston Castanho Claro 100ml;https://www.drogal.com.br/retoque-instantaneo-spray-koleston-castanho-claro-100ml/p
7908615088105;76.45;DROGAL;Refil Shampoo Anticaspa DS Vichy Dercos Cabelos Secos 200g;https://www.drogal.com.br/refil-shampoo-anticaspa-ds-vichy-dercos-cabelos-secos-200g/p
7896061951619;5.49;DROGAL;"Lenços De Papel Softy&apos;s  50 Unidades";https://www.drogal.com.br/lencosdepapelsofty-s50unidades/p
7898430194559;203.49;DROGAL;Suplemento Alimentar Para O Casal Tentantes 30 Comprimidos Revestidos + 30 Cápsulas Moles;https://www.drogal.com.br/suplemento-alimentar-para-o-casal-tentantes-30-comprimidos-revestidos-30-capsulas-moles/p
7509546662619;20.25;DROGAL;Enxaguante Bucal Colgate Natural Extracts Citrus 250ml;https://www.drogal.com.br/enxaguante-bucal-colgate-natural-extracts-citrus-250ml/p
7791293032498;12.99;DROGAL;Desodorante Antitranspirante Aerosol Rexona Bamboo 72h 150ml;https://www.drogal.com.br/desodorante-antitranspirante-aerosol-rexona-bamboo-72h-150ml/p
7891317477271;58.41;DROGAL;Montelucaste de Sódio 5mg Eurofarma 30 Comprimidos Mastigável;https://www.drogal.com.br/montelucaste-de-sodio-5mg-eurofarma-30-comprimidos-mastigavel/p
7896222720221;22.29;DROGAL;Preservativo Camisinha Jontex Confort Plus 6 Unidades;https://www.drogal.com.br/preservativo-jontex-confort-plus-6-unidade/p
7908079505484;15.99;DROGAL;Enxaguante Bucal Perionex Oral Nexter Sem Álcool 250ml;https://www.drogal.com.br/enxaguantebucalperionexsemalcooloralnexter250ml/p
7896004774237;6.79;DROGAL;Suplemento Alimentar Cenevit Zinco + Imunidade Sabor Laranja 10 Comprimidos Efervescentes;https://www.drogal.com.br/suplemento-alimentar-cenevit-zinco--imunidade-sabor-laranja-10-comprimidos-efervescentes/p
7891058021702;88.99;DROGAL;Suplemento Alimentar Targifor Imunidade A-Z 60 Cápsulas;https://www.drogal.com.br/suplemento-alimentar-targifor-imunidade-a-z-60-capsulas/p
7896112408888;207.19;DROGAL;Maleato de Fluvoxamina 100mg Biolab 30 Comprimidos Revestidos;https://www.drogal.com.br/maleato-de-fluvoxamina-100mg-biolab-30-comprimidos-revestidos/p
7894900030013;4.65;DROGAL;Refrigerante Fanta Laranja Lata 350ml;https://www.drogal.com.br/refrigerante-fanta-laranja-lata-350-ml/p
7908733201769;14.9;DROGAL;Suplemento Alimentar Resfben Xarope Adulto Sabor Menta 120ml + Copo Dosador;https://www.drogal.com.br/suplemento-alimentar-resfben-xarope-adulto-sabor-menta-120ml-copo-dosador/p
3337871324001;190.39;DROGAL;Desodorante Roll-on 72h Vichy Stress Resist 50ml;https://www.drogal.com.br/desodorante-roll-on-72h-vichy-stress-resist-50ml/p
8903855083049;123.59;DROGAL;Seizla 100mg 30 Comprimidos Revestidos;https://www.drogal.com.br/seizla-100mg-30-comprimidos-revestidos/p
7896770982393;35.38;DROGAL;Kit Absorvente para Incontinência Urinária Tena Lady Discreet Normal 16 Unidades + Necessaire Exclusiva;https://www.drogal.com.br/kit-absorvente-para-incontinencia-urinaria-tena-lady-discreet-normal-16-unidades-necessaire-exclusiva/p
7896004703565;12.09;DROGAL;Dexametasona 1mg/ml EMS 120ml;https://www.drogal.com.br/dexametasona-1mg-ml-ems-120ml/p
7896658018800;66.29;DROGAL;Bravan HCT 80mg + 12,5mg 30 Comprimidos Revestidos;https://www.drogal.com.br/bravan-hct-80mg--125mg-30-comprimidos-revestidos/p
7891025112655;59.99;DROGAL;Fórmula Infantil Aptamil RR 400g;https://www.drogal.com.br/formula-infantil-aptamil-rr-400g/p
7891058005672;45.71;DROGAL;Prednisona 20mg Medley 30 Comprimidos;https://www.drogal.com.br/prednisona-20mg-30-cpr-g-mdl/p
7896261000117;34.08;DROGAL;Tegretol CR 200mg caixa com 20 comprimidos desintegração lenta;https://www.drogal.com.br/tegretol-cr-200mg-20-cpr-c1/p
7896015593216;20.9;DROGAL;Sal de Fruta Eno Sabor Tônica 100g;https://www.drogal.com.br/sal-de-fruta-eno-sabor-tonica-100g/p
7896658034787;98.69;DROGAL;Rubia 75mcg 84 Comprimidos Revestidos;https://www.drogal.com.br/rubia-75mcg-84-comprimidos-revestidos/p
7896094920644;90.99;DROGAL;Suplemento Alimentar Gestamax Plus 30 Cápsulas Gelatinosas Moles;https://www.drogal.com.br/suplemento-alimentar-gestamax-plus-30-capsulas-gelatinosas-moles/p
3282770153460;29.45;DROGAL;Gel de Limpeza Actine Peles Oleosas e Acneicas 60g;https://www.drogal.com.br/gel-de-limpeza-actine-peles-oleosas-e-acneicas-60g/p
7891058001643;23.59;DROGAL;Suplemento Alimentar Targifor Cewin Infantil Solução Gotas Sabor Laranja 20ml;https://www.drogal.com.br/suplemento-alimentar-targifor-cewin-infantil-solucao-gotas-sabor-laranja-20ml/p
4005900945693;38.21;DROGAVEN;Hidratante Facial Diário Nivea Acne Control 50mL;https://www.drogaven.com.br/creme-facial-nivea-acne-control-50g/p
7899706237932;36.99;DROGAL;"Tintura Imédia Excellence L&apos;oréal Paris Sem Amônia 7U Louro Universal";https://www.drogal.com.br/tintura-imedia-excellence-loreal-paris-sem-amonia-7u-louro-universal/p
7894916502856;50.89;DROGAL;Deflaimmun 6mg 20 Comprimidos;https://www.drogal.com.br/deflaimmun-6mg-20-comprimidos/p
7896112409267;35.09;DROGAL;Doss 10.000UI 8 Cápsulas Gelatinosas Moles;https://www.drogal.com.br/doss-10000ui-8-capsulas-gelatinosas-moles/p
7891033517503;56.25;DROGAL;Leave In Capilar Eudora Siàge Cauterização dos Lisos 100ml;https://www.drogal.com.br/leave-in-capilar-eudora-siage-cauterizacao-dos-lisos-100ml/p
7891317013608;53.29;DROGAL;Carbolitium 300mg 60 Comprimidos Revestidos;https://www.drogal.com.br/carbolitium-300mg-60-comprimidos-revestidos/p
7891317031169;65.59;DROGAL;Afetus 25mg 30 Comprimidos Revestidos;https://www.drogal.com.br/afetus-25mg-30-comprimidos-revestidos/p
7896004713366;30.89;DROGAL;Acetilcisteína 40mg/ml Ems Sabor Framboesa 120ml + Copo Dosador;https://www.drogal.com.br/acetilcisteina-40mg-ml-ems-sabor-framboesa-120ml--copo-dosador/p
7896004708454;14.83;DROGAL;Piroxicam 20mg Germed 10 Cápsulas;https://www.drogal.com.br/piroxicam-20mg-germed-10-capsulas-dura/p
7500435145152;9.55;DROGAL;Creme Dental Oral-B Kids Spiderman 50g;https://www.drogal.com.br/creme-dental-oral-b-kids-spiderman-50g/p
7791293051659;29.95;DROGAL;"Desodorante Corporal Aerossol para Peitos, Coxas, Pés e Mais Dove All Body Deo Lavanda &amp; Camomila 150ml";https://www.drogal.com.br/desodorante-corporal-aerossol-para-peitos-coxas-pes-e-mais-dove-all-body-deo-lavanda-camomila-150ml/p
7898040329167;250.39;DROGAL;Suplemento Alimentar Cartigen II 40mg 90 Comprimidos;https://www.drogal.com.br/suplemento-alimentar-cartigen-ii-40mg-90-comprimidos/p
7896658017704;139.19;DROGAL;Axonium 10mg 30 Comprimidos;https://www.drogal.com.br/axonium-10mg-30-comprimidos/p
0300652439259;73.81;DROGAL;Systane UL Lubrificante Oftálmico Estéril 10ml;https://www.drogal.com.br/systane-ul-lubrificante-oftalmico-esteril-10ml/p
7899852018140;23.85;DROGAL;Batom Matte Vult Lips Avelã 3,8g;https://www.drogal.com.br/batom-matte-vult-lips-avela-38g/p
75076719;31.29;DROGAL;Desodorante Dove Men+Care Stick Invisible Dry 72h Tecnologia Hidratante 45g;https://www.drogal.com.br/desodorante-dove-mencare-stick-invisible-dry-72h-tecnologia-hidratante-45g/p
7896004726694;86.09;DROGAL;Suavicid Creme Dermatológico 15g;https://www.drogal.com.br/suavicid-creme-dermatologico-15g/p
7896004821436;83.93;DROGAL;Sitglu 100mg 30 Comprimidos Revestidos;https://www.drogal.com.br/sitglu-100mg-30-comprimidos-revestidos/p
7891350034066;4.89;DROGAVEN;Esmalte Cremoso Risqué ver de verdade;https://www.drogaven.com.br/esmalte-cremoso-risque-ver-de-verdade/p
7908079515186;6.99;DROGAL;Esponja para Banho Flock Baby Estrela 1 Unidade;https://www.drogal.com.br/esponja-para-banho-flock-baby-estrela-1-unidade/p
7898549757119;99.43;DROGAVEN;Monessa 30 cápsulas gelatinosas duras;https://www.drogaven.com.br/monessa-30-capsulas-gelatinosas-duras/p
7896094928763;35.59;DROGAL;Calminex Diclo Pomada Dermatológica 60g;https://www.drogal.com.br/calminex-diclo-pomada-dermatologica-60g/p
7898593050792;45.79;DROGAL;Deslac Lactose Gotas 15ml;https://www.drogal.com.br/deslac-lactose-gotas-15ml/p
7891150049895;3.35;DROGAL;Creme Dental Closeup Tripla Proteção Menta 70g;https://www.drogal.com.br/creme-dental-closeup-tripla-protecao-menta-70g/p
7891350037043;14.35;DROGAL;Esmalte Risqué Diamond Gel Tiramisu Cremoso 9,5ml;https://www.drogal.com.br/esmalte-risque-diamond-gel-tiramisu-cremoso-95ml/p
7896331701661;28.39;DROGAL;Resfenol Solução Oral Sabor Laranja 100ml + Copo Dosador;https://www.drogal.com.br/resfenol-solucao-oral-sabor-laranja-100ml-copo-dosador/p
7896422527453;19.39;DROGAL;Risperidona 2mg Medley 30 Comprimidos Revestidos;https://www.drogal.com.br/risperidona-2mg-medley-30-comprimidos-revestidos/p
7896004712147;9.79;DROGAL;Dexametasona 4mg EMS 10 Comprimidos;https://www.drogal.com.br/dexametasona-4mg-com-10-comprimidos-ems/p
7896641813627;382.09;DROGAL;Venvanse 30mg 28 Cápsulas Gelatinosas Duras;https://www.drogal.com.br/venvanse-30mg-28-capsulas-gelatinosas-duras/p
7896004789446;72.66;DROGAL;Vynaxa 2,5mg 30 Comprimidos Revestidos;https://www.drogal.com.br/vynaxa-25mg-30-comprimidos-revestidos/p
7896015511166;4.94;DROGAL;Sal de Fruta Eno Sabor Laranja 2 Sachês Com 5g Cada;https://www.drogal.com.br/sal-de-fruta-eno-2-envelopes-sabor-laranja-5g/p
7891024115800;13.85;DROGAL;Sabonete Líquido Antibacteriano para Corpo Protex Balance 250ml;https://www.drogal.com.br/sabonete-liquido-antibacteriano-para-corpo-protex-balance-250ml/p
7891150101586;14.89;DROGAL;Condicionador Seda Amino-Silk Complex Toque de Seda 250ml;https://www.drogal.com.br/condicionador-seda-amino-silk-complex-toque-de-seda-250ml/p
7791293051550;26.95;DROGAL;Desodorante Corporal Aerossol para Peitos, Coxas, Pés e Mais Rexona All Body Deo Fresh Citrus 150ml;https://www.drogal.com.br/desodorante-corporal-aerossol-para-peitos-coxas-pes-e-mais-rexona-all-body-deo-fresh-citrus-150ml/p
7891317124236;74.29;DROGAL;Holmes H 40mg + 25mg 30 Comprimidos;https://www.drogal.com.br/holmes-h-40mg-25mg-30-comprimidos/p
7898405066126;23.25;DROGAL;Bala Tchuco Tchuco Fampar 1 Unidade com 12g;https://www.drogal.com.br/bala-tchuco-tchuco-fampar-1-unidade-com-12g/p
7899706133432;23.59;DROGAL;Condicionador Elseve Hydra Detox 400ml;https://www.drogal.com.br/condicionador-elseve-hydra-detox-400ml/p
7898146823804;16.09;DROGAL;Paracetamol + Fosfato de Codeína 500mg + 30mg Biolab 12 Comprimidos;https://www.drogal.com.br/paracetamol-fosfato-de-codeina-500mg-30mg-12-comprimidos-biolab/p
7891151042147;6.84;DROGAL;Drops Freegells Pro Sabor Mel, Limão e Mentol 15 Unidades;https://www.drogal.com.br/drops-freegells-pro-sabor-mel-limao-e-mentol-15-unidades/p
7896004793917;57.43;DROGAL;Enavo Gotas 8mg/ml Solução Gotas 10ml;https://www.drogal.com.br/enavo-gotas-8mg-ml-solucao-gotas-10ml/p
7896009498497;87.29;DROGAL;Suplemento Alimentar Stresstabs Energia 30 Comprimidos;https://www.drogal.com.br/suplemento-alimentar-stresstabs-energia-30-comprimidos/p
7896012880210;52.99;DROGAL;Fralda Descartável Adulto Bigfral Derma Plus G Embalagem Econômica 16 Unidades;https://www.drogal.com.br/fralda-descartavel-adulto-bigfral-derma-plus-g-embalagem-economica-16-unidades/p
7891010255923;48.9;DROGAL;Tylenol Criança 32mg/ml Suspensão Oral Sabor Frutas 60ml + Copo Dosador;https://www.drogal.com.br/analgesico-tylenol-crianca-liquido-60ml/p
7891024132647;18.55;DROGAL;Creme Dental Colgate Sensitive Pro Alívio Original 110g;https://www.drogal.com.br/creme-dental-para-sensibilidade-colgate-sensitive-pro-alivio-original-110g/p
5702150155511;554.59;DROGAL;Vurtuoso 20mg 60 Comprimidos Revestidos;https://www.drogal.com.br/vurtuoso-20mg-60-comprimidos-revestidos/p
7896020160052;13.15;DROGAL;Desodorante para os Pés Tenys Pé Baruel Original em Pó 100g;https://www.drogal.com.br/tenys-pe-baruel-po-100g-orig/p
4005808631322;13.71;DROGAVEN;Desodorante Nivea Dermo Clareador 3 em aerossol 150mL;https://www.drogaven.com.br/desodorante-nivea-dermo-clareador-3-em-aerossol-150ml/p
7898430193439;143.71;DROGAL;DPrev Gotas 5.000 UI/gota Solução Gotas Sabor Tutti-Frutti 4ml + Conta Gotas;https://www.drogal.com.br/dprev-gotas-5000-uigota-solucao-gotas-sabor-tutti-frutti-4ml-conta-gotas/p
7899706149211;68.65;DROGAL;Sabonete em Barra Facial Limpeza Profunda La Roche-Posay Effaclar Concentrado 70g;https://www.drogal.com.br/sabonete-em-barra-facial-limpeza-profunda-la-roche-posay-effaclar-concentrado-70g/p
7500435132435;146.89;DROGAL;Fralda Pampers Premium Care Jumbo M 80 Unidades;https://www.drogal.com.br/fralda-pampers-premium-care-jumbo-m-80-unidades/p
7891010704490;26.99;DROGAL;Esfoliante Facial Neutrogena Deep Clean Intensive 100g;https://www.drogal.com.br/esfoliante-facial-neutrogena-deep-clean-intensive-100g/p
7500435135771;19.25;DROGAL;Protetor Diário Always Sensitive 40 Unidades;https://www.drogal.com.br/protetor-diario-always-sensitive-40-unidades/p
7908615062471;19.99;DROGAL;"Coloração Alta Duração Cor&amp;ton 0% Amônia Louro Escuro 6.0";https://www.drogal.com.br/coloracao-alta-duracao-corton-0-amonia-louro-escuro-60/p
7908079512314;55.99;DROGAL;Sérum Facial Zeta Skin Nanovetor de Vitamina C 20% 30ml;https://www.drogal.com.br/serum-facial-zeta-skin-nanovetor-de-vitamina-c-20-30ml/p
7908079512161;59.99;DROGAL;Fralda Calça Descartável Flock Baby Comfort Hiper XXG 48 Unidades;https://www.drogal.com.br/fralda-calca-descartavel-flock-baby-comfort-hiper-xxg-48-unidades/p
7896658029707;82.24;DROGAL;Sany D 50.000ui 4 Comprimidos Revestidos;https://www.drogal.com.br/sany-d-50000ui-4-comprimidos-revestidos/p
7896714269870;29.9;DROGAL;Suplemento Alimentar Neo Química A-Z 60 Comprimidos;https://www.drogal.com.br/suplemento-alimentar-neo-quimica-a-z-60-comprimidos/p
7896512910844;6.59;DROGAL;Sabonete em Barra de Glicerina Granado Castanha do Brasil 90g;https://www.drogal.com.br/sabonete-glicerina-granado-terrapeutics-castanha-do-brasil-90g/p
7896637032513;272.4;DROGAL;Suplemento Alimentar Extima Lata Sabor Banana 600g;https://www.drogal.com.br/suplemento-alimentar-extima-lata-sabor-banana-600g/p
7908458320608;28.99;DROGAL;Creme para Pentear Salon Line Definição Natural 1Kg;https://www.drogal.com.br/creme-para-pentear-salon-line-definicao-natural-1kg/p
7896004715278;21.19;DROGAL;Azitromicina 1g Germed 1 Comprimido Revestido;https://www.drogal.com.br/azitromicina-1g-germed-1-comprimido-revestido/p
7896007552818;95.25;DROGAL;Fralda Huggies Supreme Care Máxima Proteção XG Embalagem Econômica 58 Unidades;https://www.drogal.com.br/fraldas-huggies-supreme-care-xg-embalagem-economica-58-unidades/p
7509546666990;24.55;DROGAL;Enxaguante Bucal Colgate Total Gengiva Reforçada 500ml;https://www.drogal.com.br/enxaguante-bucal-colgate-total-12-gengiva-reforcada-500ml/p
7896658002687;16.89;DROGAL;Parasin 400mg Sabor Banana 1 Comprimido Mastigável;https://www.drogal.com.br/parasin-400mg-sabor-banana-1-comprimido-mastigavel/p
7891150037489;11.29;DROGAL;Condicionador Seda Joias Da Natureza Hidratação Anti-Nós 325ml;https://www.drogal.com.br/condicionador-seda-joias-da-natureza-hidratacao-anti-nos-325ml/p
7891010793463;8.69;DROGAL;Absorvente Sempre Livre Adapt Suave Com Abas 16 Unidades;https://www.drogal.com.br/absorvente-externo-sempre-livre-especial-adapt-suave-com-abas-16-unidades/p
7896658001079;18.09;DROGAL;Cefaliv 12 Comprimidos;https://www.drogal.com.br/cefaliv-12-comprimidos/p
7500435132794;64.49;DROGAL;Fraldas Pampers Supersec M Embalagem Econômica 52 Unidades;https://www.drogal.com.br/fraldas-pampers-supersec-m-embalagem-economica-52-unidades/p
7896181929178;91.19;DROGAL;Traum Retard 100mg 10 Comprimidos;https://www.drogal.com.br/traum-retard-100mg-10-comprimidos/p
7891150096318;12.89;DROGAL;Shampoo Seda Boom Nutrição Intensa 250ml;https://www.drogal.com.br/shampoo-seda-boom-nutricao-intensa-250ml/p
7896094207745;79.29;DROGAL;Stanglit 15mg 30 Comprimidos;https://www.drogal.com.br/stanglit-15mg-30-comprimidos/p
7896094922525;7.49;DROGAL;Analgésico e Relaxante Muscular Neosaldina Muscular 10 Comprimidos Revestidos;https://www.drogal.com.br/neosaldina-muscular-10-comprimidos-revestidos/p
7891010246952;29.19;DROGAL;Tylenol Sinus 36 Comprimidos Revestidos;https://www.drogal.com.br/tylenol-sinus-36-comprimidos-revestidos/p
7898591455025;4.99;DROGAL;Balas Fini Regaliz Ácido Tubes Sabor Uva 80g;https://www.drogal.com.br/balas-fini-regaliz-acido-tubes-sabor-uva-80g/p
7898946434125;75.79;DROGAL;Suplemento Alimentar Equaliv Ômega 3 1.000mg 120 Cápsulas Gel;https://www.drogal.com.br/equaliv-omega-3-1000mg-120-capsulas-gel/p
7896094210837;132.89;DROGAL;Lakos 100mg 30 Comprimidos Revestidos;https://www.drogal.com.br/lakos-100mg-30-comprimidos-revestidos/p
7891150096240;28.09;DROGAL;Óleo em Gel Seda Boom Volumão Power 190ml;https://www.drogal.com.br/oleo-em-gel-seda-boom-volumao-power-190ml/p
7896342451548;49.05;DROGAL;Munhequeira Elástica Ajústável Mercur Cor Bege 1 Par;https://www.drogal.com.br/munhequeira-elastica-ajustavel-mercur-cor-bege-1-par/p
7896049526150;11.89;DROGAL;Desodorante Antitraspirantre em Creme Herbíssimo Twist Neutro 45g;https://www.drogal.com.br/desodorante-antitraspirantre-em-creme-herbissimo-twist-neutro-45g/p
7908079510099;5.99;DROGAL;Refil Sabonete Líquido Sveda Erva Doce 200ml;https://www.drogal.com.br/refil-sabonete-liquido-sveda-erva-doce-200ml/p
7896255700276;46.31;DROGAVEN;Synthroid 88mcg, 30 comprimidos;https://www.drogaven.com.br/synthroid-88mcg-30-comprimidos/p
7896006297352;25.29;DROGAL;Triquilar 63 Comprimidos Revestidos;https://www.drogal.com.br/triquilar-63-comprimidos-revestidos/p
7896026307031;269.9;DROGAL;Trayenta Duo 2,5mg + 850mg 60 Comprimidos Revestidos;https://www.drogal.com.br/trayenta-duo-25mg-850mg-60-comprimidos-revestidos/p
