EAN;Produto;Preço (R$);Link
7908458309047;KIT DUPLINHA SOS HIDRATAçãO ULTRA CACHOS E CREME PARA PENTEAR DEFINIçãO MáXIMA 1KG SALON LINE;241.12;https://www.drogaraia.com.br/kit-duplinha-sos-hidratacao-ultra-cachos-e-creme-para-pentear-definicao-maxima-1kg-salon-line-863168.html
987655;KIT 2X WHEY PROTEIN ISO - X  PROTEIN COMPLEX 900G - XPRO NUTRITION Bananachocolate;399.99;https://www.drogaraia.com.br/kit-2x-whey-protein-iso-x-protein-complex-900g-xpro-nutrition-bananachocolate-987655.html
7898956640196;Kit Desodorante Antitranspirante Creme Herbíssimo Action 48h Sem Álcool 55g 12 unidades;97.9;https://www.drogaraia.com.br/kit-12-desodorante-creme-herbissimo-action-antitranspirante-55g-963974.html
7896206402976;Nexium Esomeprazol Magnésico 40mg 28 comprimidos;382.97;https://www.drogaraia.com.br/nexium-40-mg-28-comprimidos-revestidos.html
7896311707973;Suplemento Integralmédica Therma Pro Hardcore 60 cápsulas;59.9;https://www.drogaraia.com.br/therma-pro-hardcore-60-caps-padrao-unico-882742.html
7896094907119;Maracugina 420mg 20 Comprimidos Revestidos;38.88;https://www.drogaraia.com.br/maracugina-450mg-com-20-comprimidos-revestidos.html
8022297071411;Alfaparf Style Stories Defining Wax - Cera Suave 75Ml;119.9;https://www.drogaraia.com.br/alfaparf-style-stories-defining-wax-cera-suave-75ml-771355.html
7899760800455;L´ARRËE COLOR COLORAçãO PERMANENTE 5.0 CASTANHO CLARO - 60G;27.77;https://www.drogaraia.com.br/l-039arree-color-colorac-o-permanente-5-0-castanho-claro-60g-971722.html
7898708732278;WHEY 100% HD POTE (900G) - SABOR: CHOCOLATE;149.9;https://www.drogaraia.com.br/whey-100-hd-pote-900g-sabor-chocolate-883147.html
7896311763849;Glutamina Glutamine Nutrify Neutro 500g;121.91;https://www.drogaraia.com.br/glutamine-770516.html
7898626442587;Proteína Isolada em Pó Profit Laboratórios Isolate Protein Mix Banana com Canela 907g;189.92;https://www.drogaraia.com.br/isolate-protein-mix-907g-banana-com-canela-profit-763545.html
7896094208933;Vatis Cloridrato Propafenona 150mg 60 comprimidos;92.99;https://www.drogaraia.com.br/vatis-150-mg-60-comprimidos-revestidos.html
