EAN;Produto;Preço (R$);Link
7899620911864;Secnidazol Laboratório Globo 1000mg, 4 comprimidos;36.74;https://www.drogaven.com.br/secnidazol-laboratorio-globo-1000mg-4-comprimidos/p
7894916509329;Brasart BCC 320 + 5mg, 30 comprimidos revestidos;115.42;https://www.drogaven.com.br/brasart-bcc-320-5mg-30-comprimidos-revestidos/p
7891317011383;Naire 20mg, 30 comprimidos;120.4;https://www.drogaven.com.br/naire-20mg-30-comprimidos/p
7891000349397;NANLAC COMFOR 800G PACK 2 LATAS 20% 2A UNID;139.92;https://www.drogaven.com.br/nanlac-comfor-800g-pack-2-latas-20-2a-unid/p
7896226102818;Pasalix 100mg + 30mg + 100mg, 20 comprimidos revestidos;54.7;https://www.drogaven.com.br/pasalix-100mg-30mg-100mg-20-comprimidos-revestidos/p
7908654009413;MANTEIGA ILUMINADORA CORPORAL AURA 200G AURORA SHINE;117.5;https://www.drogaven.com.br/manteiga-iluminadora-corporal-aura-200g-aurora-shine/p
7896331708233;Protetor Solar Facial 3 em 1 Helioderm Oil Free bege médio, FPS 70, loção com 50g;45.96;https://www.drogaven.com.br/protetor-solar-facial-3-em-1-helioderm-oil-free-bege-medio-fps-70-locao-com-50g/p
7896016805820;Coumadin 5mg, caixa com 30 comprimidos;56.14;https://www.drogaven.com.br/coumadin-50mg-30cpr/p
7898495112741;DISCO INFLAVEL 33CM TREINAMENTO EQUILIBRIO 1PAR LIVE UP;125.44;https://www.drogaven.com.br/disco-inflavel-33cm-treinamento-equilibrio-1par-live-up/p
7909989437865;HAVAIANAS KIDS SLIM PRINCESS ROSA CLAY 31/2 2025;44.38;https://www.drogaven.com.br/havaianas-kids-slim-princess-rosa-clay-312-2025/p
7894222042343;Esmalte Dailus Choco Cherry Licor De Amarena;8.32;https://www.drogaven.com.br/esmalte-dailus-choco-cherry-licor-de-amarena/p
7891010030452;Condicionador de Glicerina Johnson's Baby Regular 200mL;23.41;https://www.drogaven.com.br/condicionador-de-glicerina-johnsons-baby-regular-200ml/p
7898014567410;Colic Calm frasco com 59mL de suspensão de uso oral + seringa dosadora;162.58;https://www.drogaven.com.br/colic-calm-frasco-com-59ml-de-suspensao-de-uso-oral-seringa-dosadora/p
8809253005143;Seringa de Insulina Uniqmed 30G, com agulha 8mm x 0,30mm, 10 unidades com capacidade de 1mL cada;26.9;https://www.drogaven.com.br/seringa-uninqmed-insulina-1ml-8x030mm-10un-30g/p
7891158105685;ENSURE ADVANCE 400G MORANGO/BANANA;114.94;https://www.drogaven.com.br/ensure-advance-400g-morangobanana/p
