EAN;Produto;Preço (R$);Link
7896004706146;Benevran Gel 11,6mg/g, bisnaga com 60g de gel de uso dermatológico;25.21;https://www.drogaven.com.br/benevran-gel-116mgg-bisnaga-com-60g-de-gel-de-uso-dermatologico/p
7899898404785;TORNOZELEIRA NEOPRENE C/ REFORÇO LATERAL GG MOVA;26.54;https://www.drogaven.com.br/tornozeleira-neoprene-c-reforco-lateral-gg-mova/p
7898610375259;HASKELL 250G ENCORPA CABELO;57.72;https://www.drogaven.com.br/haskell-250g-encorpa-cabelo/p
210333;NORIPURUM IV 5ML INJETAVEL AMPOLA FUNCIONAL CARD;0.0;https://www.drogaven.com.br/noripurum-iv-5ml-injetavel-ampola-funcional-card/p
7899095202580;Sulfato de Salbutamol Geolab 0,48mg/mL, frasco com 120mL de xarope + copo medidor;7.43;https://www.drogaven.com.br/sulfato-de-salbutamol-geolab-048mgml-frasco-com-120ml-de-xarope-copo-medidor/p
7891010255879;TYLENOL DC 1G MULTIDORES;8.54;https://www.drogaven.com.br/tylenol-dc-1g-multidores/p
7898040327910;Enzilac 4500 FCC, 30 comprimidos mastigáveis;22.16;https://www.drogaven.com.br/enzilac-4500-fcc-30-comprimidos-mastigaveis/p
78909762;Agulha Descartável BD PrecisionGlide 221G, verde 0,80mm x 30mm;0.34;https://www.drogaven.com.br/agulha-bd-hipodermica-descartavel-30x080mm-100un/p
7895741;ELASTICO C/ MECHA COLORIDA INFANTIL;8.81;https://www.drogaven.com.br/elastico-c-mecha-colorida-infantil/p
7891010255046;Creme para Pentear Johnson's Kids Blackinho Poderoso 200mL;34.94;https://www.drogaven.com.br/creme-para-pentear-johnsons-kids-blackinho-poderoso-200ml/p
7896094917873;Addera D3 Cápsulas 50.000UI, 8 cápsulas moles;220.42;https://www.drogaven.com.br/addera-d3-capsulas-50000ui-8-capsulas-moles/p
7893249866451;Havaianas Top Logomania Verde Yucca Tam 35/36;36.16;https://www.drogaven.com.br/havaianas-top-logomania-vermelho-crush-356-1219325/p
0042882459781;PERFUME S PARFUM GOLDEN AMBITION MASC 50ML;122.4;https://www.drogaven.com.br/perfume-s-parfum-golden-ambition-masc-50ml/p
7898662430746;PERFUME AMAKHA PARIS 521 VIP MASCULINO 15ML;34.2;https://www.drogaven.com.br/perfume-amakha-paris-521-vip-masculino-15ml/p
7898641074640;Pós-Treino Dux Recharge 4:1 Maracujá (1000g);123.38;https://www.drogaven.com.br/dux-pretreino-recharge-41-1000g-maracuja/p
7894916145152;Losartana Potássica Legrand 100mg, 30 comprimidos revestidos;19.63;https://www.drogaven.com.br/losartana-potassica-legrand-100mg-30-comprimidos-revestidos/p
7898927980511;GUARANA 60CPSMAXINUTRI;32.34;https://www.drogaven.com.br/guarana-60cpsmaxinutri/p
7896004742090;Esomeprazol Magnésico Tri-Hidratado Germed Pharma 40mg, 14 comprimidos revestidos de liberação retardada;77.49;https://www.drogaven.com.br/esomeprazol-magnesico-tri-hidratado-germed-pharma-40mg-14-comprimidos-revestidos-de-liberacao-retardada/p
7896000673909;TIRA LEITE KUKA BOMBA MANUAL COLETORA;63.69;https://www.drogaven.com.br/tira-leite-kuka-bomba-manual-coletora/p
609963886685;OXIMETRO C/ CURVA MEDLEVENSOHN PLESTIM AZUL;119.46;https://www.drogaven.com.br/oximetro-c-curva-medlevensohn-plestim-azul/p
7894916512725;Impere 10mg, 30 comprimidos revestidos;165.66;https://www.drogaven.com.br/impere-10mg-30-comprimidos-revestidos/p
7899706171434;Gel para Limpeza Facial La Roche-Posay Effaclar Alta Tolerância 300g;107.02;https://www.drogaven.com.br/gel-para-limpeza-facial-la-roche-posay-effaclar-alta-tolerancia-300g/p
7896658002915;Freenal 0,5mg/mL, caixa contendo 1 frasco com 20mL de solução de uso nasal;15.28;https://www.drogaven.com.br/freenal-nasal-20ml/p
7899337000202;Vesicare 10mg, 30 comprimidos revestidos;248.63;https://www.drogaven.com.br/vesicare-10mg-30-comprimidos-revestidos/p
7891010697518;Absorvente Sempre Livre Adapt Plus Noite e Dia com abas, seca, pacote com 32 unidades;30.25;https://www.drogaven.com.br/absorvente-sempre-livre-adapt-plus-noite-e-dia-com-abas-seca-pacote-com-32-unidades/p
8710103881278;Bico de Mamadeira Avent Classic 6+ meses, fluxo rápido com 2 unidades;53.16;https://www.drogaven.com.br/bico-de-mamadeira-avent-classic-6-meses-fluxo-rapido-com-2-unidades/p
7908103772516;MAMADEIRA BUBA EASY FLOW +4M 330ML ROSA ELEFANTE;44.59;https://www.drogaven.com.br/mamadeira-buba-easy-flow-4m-330ml-rosa-elefante/p
7898430192852;Dprev 1.000UI, 60 comprimidos revestidos;52.58;https://www.drogaven.com.br/dprev-1000ui-60-comprimidos-revestidos/p
7898601064360;TALA CURTA PUNHO KESTAL PRETA ESQUERDA P;40.82;https://www.drogaven.com.br/tala-curta-punho-kestal-preta-esquerda-p/p
7896000712738;Kit Coloração Niely Cor&Ton nº 5.74 marrom acobreado;15.58;https://www.drogaven.com.br/kit-coloracao-niely-corton-no-574-marrom-acobreado/p
7898270203534;MEIA SIGVARIS EVER SHEER 3/4 P2 20-30MMHG VANILLA C/PONTEIRA;221.48;https://www.drogaven.com.br/meia-sigvaris-ever-sheer-34-p2-20-30mmhg-vanilla-cponteira/p
8901148243675;Succinato de Metoprolol Doctor Reddy's 50mg, 30 comprimidos revestidos de liberação prolongada;41.39;https://www.drogaven.com.br/succinato-de-metoprolol-doctor-reddys-50mg-30-comprimidos-revestidos-de-liberacao-prolongada/p
7898551061327;REANIMADOR MANUAL DE SILICONE C/ RESERVATORIO;336.04;https://www.drogaven.com.br/reanimador-manual-de-silicone-c-reservatorio/p
7891024032732;Creme Dental Colgate Máxima Proteção Anticáries mais Neutraçúcar 3 unidades com 70g cada;19.5;https://www.drogaven.com.br/creme-dental-colgate-maxima-protecao-anticaries-mais-neutracucar-3-unidades-com-70g-cada/p
7896004726533;Fluocinolona Acetonida + Hidroquinona + Tretinoína Nova Química 40mg/g + 0,5mg/g + 0,1mg/g, bisnaga com 30g de creme dermatológico;134.3;https://www.drogaven.com.br/fluocinolona-acetonida-hidroquinona-tretinoina-nova-quimica-40mgg-05mgg-01mgg-bisnaga-com-30g-de-creme-dermatologico/p
7891317026042;VITAMINA D 1.000UI 30CPS GEL EUROFARMA;24.4;https://www.drogaven.com.br/vitamina-d-1000ui-30cps-gel-eurofarma/p
7891150080089;Shampoo Seda Colágeno e Vitamina C By Niina Secrets 325mL;10.68;https://www.drogaven.com.br/shampoo-seda-colageno-e-vitamina-c-by-niina-secrets-325ml/p
7899095202856;Visiopred Acetato de Prednisolona 10mg/ml suspensão oftálmica 5ml;23.28;https://www.drogaven.com.br/visiopred-10mgml-5ml/p
7899706192699;Gel para Limpeza Facial CeraVe Acne Control 60g;44.06;https://www.drogaven.com.br/cerave-gel-limpeza-acne-control-60g/p
7897595901859;Sabonete Dermacyd Infantil líquido com 200mL;27.26;https://www.drogaven.com.br/sabonete-dermacyd-infantil-liquido-com-200ml/p
